Punto Inicial,Punto Final,Distancia (m)
"(np.float64(436146.4195669739), np.float64(4812453.40922936))","(np.float64(436144.72498044866), np.float64(4812453.869560988))",1.7559979212498393
"(np.float64(436144.72498044866), np.float64(4812453.869560988))","(np.float64(436139.71580150037), np.float64(4812454.583444347))",5.059792800728517
"(np.float64(436139.71580150037), np.float64(4812454.583444347))","(np.float64(436137.6135823902), np.float64(4812454.714437805))",2.1062963878242194
"(np.float64(436137.6135823902), np.float64(4812454.714437805))","(np.float64(436135.4304682831), np.float64(4812454.846198711))",2.187086678815593
"(np.float64(436135.4304682831), np.float64(4812454.846198711))","(np.float64(436130.183869671), np.float64(4812456.117679021))",5.398468225071802
"(np.float64(436130.183869671), np.float64(4812456.117679021))","(np.float64(436128.0837568092), np.float64(4812456.470791246))",2.1295920443921124
"(np.float64(436128.0837568092), np.float64(4812456.470791246))","(np.float64(436123.3183193348), np.float64(4812457.293444095))",4.8359230796807635
"(np.float64(436123.3183193348), np.float64(4812457.293444095))","(np.float64(436121.2192600932), np.float64(4812457.757616362))",2.1497687300893444
"(np.float64(436121.2192600932), np.float64(4812457.757616362))","(np.float64(436119.1212540985), np.float64(4812458.332847177))",2.1754355069251354
"(np.float64(436119.1212540985), np.float64(4812458.332847177))","(np.float64(436114.3621372076), np.float64(4812459.821853755))",4.986615502576387
"(np.float64(436114.3621372076), np.float64(4812459.821853755))","(np.float64(436112.58665933245), np.float64(4812460.282960554))",1.8343775960361135
"(np.float64(436112.58665933245), np.float64(4812460.282960554))","(np.float64(436107.74349072075), np.float64(4812461.439565223))",4.979359051304278
"(np.float64(436107.74349072075), np.float64(4812461.439565223))","(np.float64(436105.48053739313), np.float64(4812461.683160882))",2.2760264955454064
"(np.float64(436105.48053739313), np.float64(4812461.683160882))","(np.float64(436103.21653098083), np.float64(4812461.815699411))",2.2678826019824263
"(np.float64(436103.21653098083), np.float64(4812461.815699411))","(np.float64(436098.2136816383), np.float64(4812463.195961109))",5.189761449344127
"(np.float64(436098.2136816383), np.float64(4812463.195961109))","(np.float64(436096.1156791703), np.float64(4812463.771199133))",2.1754340118397444
"(np.float64(436096.1156791703), np.float64(4812463.771199133))","(np.float64(436093.9357287049), np.float64(4812464.236147209))",2.2289819974073386
"(np.float64(436093.9357287049), np.float64(4812464.236147209))","(np.float64(436088.363457903), np.float64(4812465.288613643))",5.670792491679514
"(np.float64(436088.363457903), np.float64(4812465.288613643))","(np.float64(436085.6172438296), np.float64(4812465.75893595))",2.786197195013761
"(np.float64(436085.6172438296), np.float64(4812465.75893595))","(np.float64(436082.789081611), np.float64(4812466.1189689115))",2.8509867183723125
"(np.float64(436082.789081611), np.float64(4812466.1189689115))","(np.float64(436080.04286822106), np.float64(4812466.5892935))",2.7861969065163312
"(np.float64(436080.04286822106), np.float64(4812466.5892935))","(np.float64(436077.29560153076), np.float64(4812466.948561316))",2.770658338957535
"(np.float64(436077.29560153076), np.float64(4812466.948561316))","(np.float64(436071.8914476489), np.float64(4812468.665853825))",5.670447313987652
"(np.float64(436071.8914476489), np.float64(4812468.665853825))","(np.float64(436070.11913614697), np.float64(4812469.460145564))",1.9421605045677128
"(np.float64(436070.11913614697), np.float64(4812469.460145564))","(np.float64(436064.48389400187), np.float64(4812472.401383669))",6.356637131846914
"(np.float64(436064.48389400187), np.float64(4812472.401383669))","(np.float64(436062.79669479735), np.float64(4812473.639141302))",2.0925307913066438
"(np.float64(436062.79669479735), np.float64(4812473.639141302))","(np.float64(436061.1094962109), np.float64(4812474.876899364))",2.0925305474869673
"(np.float64(436061.1094962109), np.float64(4812474.876899364))","(np.float64(436056.6919004677), np.float64(4812478.250860503))",5.558665839455097
"(np.float64(436056.6919004677), np.float64(4812478.250860503))","(np.float64(436054.8408065186), np.float64(4812479.268039855))",2.1121559229425
"(np.float64(436054.8408065186), np.float64(4812479.268039855))","(np.float64(436052.99076719), np.float64(4812480.396277621))",2.166925465853202
"(np.float64(436052.99076719), np.float64(4812480.396277621))","(np.float64(436048.38819848426), np.float64(4812481.328506102))",4.69602902789755
"(np.float64(436048.38819848426), np.float64(4812481.328506102))","(np.float64(436046.6116763109), np.float64(4812481.678572509))",1.8106842690539924
"(np.float64(436046.6116763109), np.float64(4812481.678572509))","(np.float64(436041.36195132794), np.float64(4812482.616948731))",5.332931870015283
"(np.float64(436041.36195132794), np.float64(4812482.616948731))","(np.float64(436039.58121266763), np.float64(4812482.522785403))",1.7832265444233897
"(np.float64(436039.58121266763), np.float64(4812482.522785403))","(np.float64(436037.8004739482), np.float64(4812482.4286225485))",1.7832265784480643
"(np.float64(436037.8004739482), np.float64(4812482.4286225485))","(np.float64(436034.0226716141), np.float64(4812485.0190497525))",4.580622618706332
"(np.float64(436034.0226716141), np.float64(4812485.0190497525))","(np.float64(436032.5686755329), np.float64(4812485.254989941))",1.4730147237985995
"(np.float64(436032.5686755329), np.float64(4812485.254989941))","(np.float64(436027.24438734585), np.float64(4812486.86049265))",5.561086552958256
"(np.float64(436027.24438734585), np.float64(4812486.86049265))","(np.float64(436025.7147697757), np.float64(4812487.652491918))",1.72249608143102
"(np.float64(436025.7147697757), np.float64(4812487.652491918))","(np.float64(436024.184098016), np.float64(4812488.333433638))",1.6753022600712195
"(np.float64(436024.184098016), np.float64(4812488.333433638))","(np.float64(436019.4113120306), np.float64(4812488.3787550805))",4.7730011623013455
"(np.float64(436019.4113120306), np.float64(4812488.3787550805))","(np.float64(436017.6326837727), np.float64(4812488.506713368))",1.7832251128786598
"(np.float64(436017.6326837727), np.float64(4812488.506713368))","(np.float64(436012.6182685668), np.float64(4812488.66540216))",5.016925551580043
"(np.float64(436012.6182685668), np.float64(4812488.66540216))","(np.float64(436011.0014298253), np.float64(4812488.791825659))",1.6217738488784017
"(np.float64(436011.0014298253), np.float64(4812488.791825659))","(np.float64(436009.3835363478), np.float64(4812488.8071916485))",1.6179664453145364
"(np.float64(436009.3835363478), np.float64(4812488.8071916485))","(np.float64(436003.806023371), np.float64(4812489.304438895))",5.599634437215878
"(np.float64(436003.806023371), np.float64(4812489.304438895))","(np.float64(436002.0273955714), np.float64(4812489.432401306))",1.7832249516548988
"(np.float64(436002.0273955714), np.float64(4812489.432401306))","(np.float64(436000.2487678299), np.float64(4812489.56036419))",1.7832249275966723
"(np.float64(436000.2487678299), np.float64(4812489.56036419))","(np.float64(435996.2103645669), np.float64(4812490.265133754))",4.099439114594205
"(np.float64(435996.2103645669), np.float64(4812490.265133754))","(np.float64(435995.0788943792), np.float64(4812490.3869502945))",1.1380088115070424
"(np.float64(435995.0788943792), np.float64(4812490.3869502945))","(np.float64(435989.9835861118), np.float64(4812490.546424434))",5.097803285811078
"(np.float64(435989.9835861118), np.float64(4812490.546424434))","(np.float64(435987.96333000984), np.float64(4812490.787754096))",2.0346190610394363
"(np.float64(435987.96333000984), np.float64(4812490.787754096))","(np.float64(435985.8611242131), np.float64(4812490.9187950585))",2.1062860550543943
"(np.float64(435985.8611242131), np.float64(4812490.9187950585))","(np.float64(435980.51891141414), np.float64(4812490.636350533))",5.349674055419057
"(np.float64(435980.51891141414), np.float64(4812490.636350533))","(np.float64(435978.5806055714), np.float64(4812490.98797226))",1.9699409583167315
"(np.float64(435978.5806055714), np.float64(4812490.98797226))","(np.float64(435973.97172117373), np.float64(4812491.253904359))",4.616550148353683
"(np.float64(435973.97172117373), np.float64(4812491.253904359))","(np.float64(435971.8674048908), np.float64(4812491.162833888))",2.106286032150131
"(np.float64(435971.8674048908), np.float64(4812491.162833888))","(np.float64(435969.76308853796), np.float64(4812491.071764073))",2.106286073661452
"(np.float64(435969.76308853796), np.float64(4812491.071764073))","(np.float64(435966.13866175094), np.float64(4812492.772228912))",4.003504740042362
"(np.float64(435966.13866175094), np.float64(4812492.772228912))","(np.float64(435964.76873063896), np.float64(4812493.340588653))",1.4831534130986308
"(np.float64(435964.76873063896), np.float64(4812493.340588653))","(np.float64(435959.1996689166), np.float64(4812494.726336123))",5.7388800752509015
"(np.float64(435959.1996689166), np.float64(4812494.726336123))","(np.float64(435957.1783593374), np.float64(4812494.856617141))",2.025503778913588
"(np.float64(435957.1783593374), np.float64(4812494.856617141))","(np.float64(435955.2379444309), np.float64(4812494.986129805))",1.9447322539740992
"(np.float64(435955.2379444309), np.float64(4812494.986129805))","(np.float64(435950.3255444905), np.float64(4812497.365254129))",5.458196196818854
"(np.float64(435950.3255444905), np.float64(4812497.365254129))","(np.float64(435948.79699382046), np.float64(4812498.268328897))",1.77539043210103
"(np.float64(435948.79699382046), np.float64(4812498.268328897))","(np.float64(435947.2684435567), np.float64(4812499.171404014))",1.775390260471925
"(np.float64(435947.2684435567), np.float64(4812499.171404014))","(np.float64(435943.57897025056), np.float64(4812502.538518733))",4.9949649455727885
"(np.float64(435943.57897025056), np.float64(4812502.538518733))","(np.float64(435942.4559500784), np.float64(4812503.54880738))",1.5105818270627585
"(np.float64(435942.4559500784), np.float64(4812503.54880738))","(np.float64(435938.02575974725), np.float64(4812505.5901524285))",4.877876174920242
"(np.float64(435938.02575974725), np.float64(4812505.5901524285))","(np.float64(435936.1704666801), np.float64(4812506.1631330745))",1.9417567267395097
"(np.float64(435936.1704666801), np.float64(4812506.1631330745))","(np.float64(435934.3162299516), np.float64(4812506.847172138))",1.9763864211951057
"(np.float64(435934.3162299516), np.float64(4812506.847172138))","(np.float64(435930.6024771308), np.float64(4812507.659962287))",3.801655934003444
"(np.float64(435930.6024771308), np.float64(4812507.659962287))","(np.float64(435929.14532077685), np.float64(4812507.562751174))",1.4603953712273687
"(np.float64(435929.14532077685), np.float64(4812507.562751174))","(np.float64(435924.5438423609), np.float64(4812508.606122572))",4.718286498996344
"(np.float64(435924.5438423609), np.float64(4812508.606122572))","(np.float64(435922.3628609819), np.float64(4812508.960068561))",2.2095152271026763
"(np.float64(435922.3628609819), np.float64(4812508.960068561))","(np.float64(435920.18187981844), np.float64(4812509.314015259))",2.2095151278770664
"(np.float64(435920.18187981844), np.float64(4812509.314015259))","(np.float64(435915.73796736705), np.float64(4812509.911622311))",4.4839148145508805
"(np.float64(435915.73796736705), np.float64(4812509.911622311))","(np.float64(435914.3638183779), np.float64(4812510.035760772))",1.3797448322061223
"(np.float64(435914.3638183779), np.float64(4812510.035760772))","(np.float64(435909.10990614915), np.float64(4812510.530008877))",5.277108573443177
"(np.float64(435909.10990614915), np.float64(4812510.530008877))","(np.float64(435907.17160937143), np.float64(4812510.881651257))",1.9699357254138268
"(np.float64(435907.17160937143), np.float64(4812510.881651257))","(np.float64(435905.15136185306), np.float64(4812511.123005852))",2.034613495483164
"(np.float64(435905.15136185306), np.float64(4812511.123005852))","(np.float64(435899.6494847382), np.float64(4812511.064280512))",5.5021905140389595
"(np.float64(435899.6494847382), np.float64(4812511.064280512))","(np.float64(435897.7889130633), np.float64(4812511.081982248))",1.8606558813679557
"(np.float64(435897.7889130633), np.float64(4812511.081982248))","(np.float64(435895.84744696727), np.float64(4812511.100454175))",1.9415539688889216
"(np.float64(435895.84744696727), np.float64(4812511.100454175))","(np.float64(435891.7995557287), np.float64(4812510.805765432))",4.058603815902279
"(np.float64(435891.7995557287), np.float64(4812510.805765432))","(np.float64(435890.5073584441), np.float64(4812511.040196949))",1.3132905079026016
"(np.float64(435890.5073584441), np.float64(4812511.040196949))","(np.float64(435885.4258056079), np.float64(4812512.643503144))",5.3284866504442085
"(np.float64(435885.4258056079), np.float64(4812512.643503144))","(np.float64(435883.6514130777), np.float64(4812513.215728524))",1.8643794507793612
"(np.float64(435883.6514130777), np.float64(4812513.215728524))","(np.float64(435881.7950695505), np.float64(4812513.677666313))",1.912955256088616
"(np.float64(435881.7950695505), np.float64(4812513.677666313))","(np.float64(435876.77961727337), np.float64(4812513.725398526))",5.015679406468115
"(np.float64(435876.77961727337), np.float64(4812513.725398526))","(np.float64(435875.24156682467), np.float64(4812513.62896898))",1.5410703552946834
"(np.float64(435875.24156682467), np.float64(4812513.62896898))","(np.float64(435870.7157091491), np.float64(4812514.116317816))",4.552021154118756
"(np.float64(435870.7157091491), np.float64(4812514.116317816))","(np.float64(435868.53578915715), np.float64(4812514.581339188))",2.228967484621446
"(np.float64(435868.53578915715), np.float64(4812514.581339188))","(np.float64(435866.43676382996), np.float64(4812515.045591239))",2.1497528441671268
"(np.float64(435866.43676382996), np.float64(4812515.045591239))","(np.float64(435861.66716727836), np.float64(4812515.424198355))",4.7845997338471085
"(np.float64(435861.66716727836), np.float64(4812515.424198355))","(np.float64(435859.8885483311), np.float64(4812515.552198394))",1.7832188227104484
"(np.float64(435859.8885483311), np.float64(4812515.552198394))","(np.float64(435855.1263537981), np.float64(4812516.708215505))",4.900497151360599
"(np.float64(435855.1263537981), np.float64(4812516.708215505))","(np.float64(435853.1901760566), np.float64(4812517.281989282))",2.01940600028691
"(np.float64(435853.1901760566), np.float64(4812517.281989282))","(np.float64(435851.1720468835), np.float64(4812517.745475921))",2.0706678206914773
"(np.float64(435851.1720468835), np.float64(4812517.745475921))","(np.float64(435846.39293552283), np.float64(4812517.124572702))",4.819276522998594
"(np.float64(435846.39293552283), np.float64(4812517.124572702))","(np.float64(435843.96716240724), np.float64(4812517.258739141))",2.4294805703521156
"(np.float64(435843.96716240724), np.float64(4812517.258739141))","(np.float64(435841.6212261592), np.float64(4812517.281078219))",2.346042607074773
"(np.float64(435841.6212261592), np.float64(4812517.281078219))","(np.float64(435839.3635874703), np.float64(4812518.080053115))",2.3948472464451727
"(np.float64(435839.3635874703), np.float64(4812518.080053115))","(np.float64(435835.9691979887), np.float64(4812518.445582579))",3.414014021910218
"(np.float64(435835.9691979887), np.float64(4812518.445582579))","(np.float64(435830.63757575356), np.float64(4812519.273836133))",5.395572222491382
"(np.float64(435830.63757575356), np.float64(4812519.273836133))","(np.float64(435828.5374964903), np.float64(4812519.627042128))",2.1295744614143794
"(np.float64(435828.5374964903), np.float64(4812519.627042128))","(np.float64(435826.5193695709), np.float64(4812520.090536178))",2.070667283144621
"(np.float64(435826.5193695709), np.float64(4812520.090536178))","(np.float64(435822.30334390287), np.float64(4812519.13108277))",4.323820448968426
"(np.float64(435822.30334390287), np.float64(4812519.13108277))","(np.float64(435820.60244707484), np.float64(4812518.925148913))",1.7133180595985027
"(np.float64(435820.60244707484), np.float64(4812518.925148913))","(np.float64(435814.6226142383), np.float64(4812519.648521923))",6.023426704600012
"(np.float64(435814.6226142383), np.float64(4812519.648521923))","(np.float64(435812.52253583114), np.float64(4812520.00173292))",2.1295744468012217
"(np.float64(435812.52253583114), np.float64(4812520.00173292))","(np.float64(435810.50335195195), np.float64(4812520.354173872))",2.0497117266133644
"(np.float64(435810.50335195195), np.float64(4812520.354173872))","(np.float64(435806.14140754205), np.float64(4812521.0621406045))",4.4190243187629195
"(np.float64(435806.14140754205), np.float64(4812521.0621406045))","(np.float64(435804.602299254), np.float64(4812520.85466928))",1.5530288705407036
"(np.float64(435804.602299254), np.float64(4812520.85466928))","(np.float64(435799.1067771449), np.float64(4812521.462373573))",5.529020506314053
"(np.float64(435799.1067771449), np.float64(4812521.462373573))","(np.float64(435797.33027724), np.float64(4812521.812505975))",1.8106751809600923
"(np.float64(435797.33027724), np.float64(4812521.812505975))","(np.float64(435795.55377751094), np.float64(4812522.162638849))",1.810675099616908
"(np.float64(435795.55377751094), np.float64(4812522.162638849))","(np.float64(435789.89858538675), np.float64(4812522.994008257))",5.715975249662422
"(np.float64(435789.89858538675), np.float64(4812522.994008257))","(np.float64(435787.9602977426), np.float64(4812523.34568504))",1.9699328797641034
"(np.float64(435787.9602977426), np.float64(4812523.34568504))","(np.float64(435786.02095180796), np.float64(4812523.586304473))",1.9542160489254787
"(np.float64(435786.02095180796), np.float64(4812523.586304473))","(np.float64(435780.68404614954), np.float64(4812523.859308113))",5.343883699580744
"(np.float64(435780.68404614954), np.float64(4812523.859308113))","(np.float64(435779.2300662581), np.float64(4812524.095303164))",1.4730075317403428
"(np.float64(435779.2300662581), np.float64(4812524.095303164))","(np.float64(435773.8154429438), np.float64(4812524.702257063))",5.448535461219242
"(np.float64(435773.8154429438), np.float64(4812524.702257063))","(np.float64(435771.9580508085), np.float64(4812525.053167323))",1.8902496010451677
"(np.float64(435771.9580508085), np.float64(4812525.053167323))","(np.float64(435770.02082333836), np.float64(4812525.515907194))",1.9917275064902127
"(np.float64(435770.02082333836), np.float64(4812525.515907194))","(np.float64(435764.92448472505), np.float64(4812525.564493959))",5.096570212914435
"(np.float64(435764.92448472505), np.float64(4812525.564493959))","(np.float64(435763.3044817358), np.float64(4812525.357803313))",1.6331352388059521
"(np.float64(435763.3044817358), np.float64(4812525.357803313))","(np.float64(435758.625321496), np.float64(4812526.735233451))",4.877689446390515
"(np.float64(435758.625321496), np.float64(4812526.735233451))","(np.float64(435756.5294837691), np.float64(4812527.532693604))",2.242426915808229
"(np.float64(435756.5294837691), np.float64(4812527.532693604))","(np.float64(435754.5134817566), np.float64(4812528.218325128))",2.129402428097211
"(np.float64(435754.5134817566), np.float64(4812528.218325128))","(np.float64(435749.4192632365), np.float64(4812528.489039467))",5.101406529946656
"(np.float64(435749.4192632365), np.float64(4812528.489039467))","(np.float64(435747.63747193024), np.float64(4812528.283895464))",1.7935619089117867
"(np.float64(435747.63747193024), np.float64(4812528.283895464))","(np.float64(435742.6262662599), np.float64(4812528.775959309))",5.035306256699809
"(np.float64(435742.6262662599), np.float64(4812528.775959309))","(np.float64(435740.2015578967), np.float64(4812529.021221086))",2.437081038022288
"(np.float64(435740.2015578967), np.float64(4812529.021221086))","(np.float64(435737.8577439154), np.float64(4812529.265712164))",2.3565313208272434
"(np.float64(435737.8577439154), np.float64(4812529.265712164))","(np.float64(435732.85395506927), np.float64(4812530.535188684))",5.162312800606043
"(np.float64(435732.85395506927), np.float64(4812530.535188684))","(np.float64(435730.6708708454), np.float64(4812530.667081091))",2.1870647762325444
"(np.float64(435730.6708708454), np.float64(4812530.667081091))","(np.float64(435728.5686808983), np.float64(4812530.7982025165))",2.106275243644957
"(np.float64(435728.5686808983), np.float64(4812530.7982025165))","(np.float64(435723.72138563276), np.float64(4812531.510852917))",4.899402206868689
"(np.float64(435723.72138563276), np.float64(4812531.510852917))","(np.float64(435721.37969210284), np.float64(4812531.977465567))",2.3877302932435804
"(np.float64(435721.37969210284), np.float64(4812531.977465567))","(np.float64(435718.95604510425), np.float64(4812532.333792924))",2.4497007896814265
"(np.float64(435718.95604510425), np.float64(4812532.333792924))","(np.float64(435716.6132925293), np.float64(4812532.689349325))",2.3695801277854582
"(np.float64(435716.6132925293), np.float64(4812532.689349325))","(np.float64(435714.1907056746), np.float64(4812533.156736315))",2.467261167156067
"(np.float64(435714.1907056746), np.float64(4812533.156736315))","(np.float64(435710.3855000615), np.float64(4812532.859841033))",3.816770436707064
"(np.float64(435710.3855000615), np.float64(4812532.859841033))","(np.float64(435709.088013872), np.float64(4812532.539017897))",1.3365619688029813
"(np.float64(435709.088013872), np.float64(4812532.539017897))","(np.float64(435703.3583046059), np.float64(4812534.037579564))",5.922436605376318
"(np.float64(435703.3583046059), np.float64(4812534.037579564))","(np.float64(435701.5009183347), np.float64(4812534.388509317))",1.890247457834146
"(np.float64(435701.5009183347), np.float64(4812534.388509317))","(np.float64(435699.6435322473), np.float64(4812534.739439584))",1.8902473727095226
"(np.float64(435699.6435322473), np.float64(4812534.739439584))","(np.float64(435694.629154198), np.float64(4812534.898365478))",5.0168959188864735
"(np.float64(435694.629154198), np.float64(4812534.898365478))","(np.float64(435693.17411932215), np.float64(4812535.023321247))",1.4603905073733936
"(np.float64(435693.17411932215), np.float64(4812535.023321247))","(np.float64(435688.32365004846), np.float64(4812535.402823444))",4.865292806510995
"(np.float64(435688.32365004846), np.float64(4812535.402823444))","(np.float64(435686.7078871861), np.float64(4812535.640382867))",1.6331332177202833
"(np.float64(435686.7078871861), np.float64(4812535.640382867))","(np.float64(435685.01123028004), np.float64(4812535.87871489))",1.7133145683088096
"(np.float64(435685.01123028004), np.float64(4812535.87871489))","(np.float64(435679.51572927856), np.float64(4812536.4865169795))",5.529010276446457
"(np.float64(435679.51572927856), np.float64(4812536.4865169795))","(np.float64(435677.66046534025), np.float64(4812537.059569154))",1.9417500033218746
"(np.float64(435677.66046534025), np.float64(4812537.059569154))","(np.float64(435675.8041414052), np.float64(4812537.52156393))",1.9129500059575095
"(np.float64(435675.8041414052), np.float64(4812537.52156393))","(np.float64(435670.4683098934), np.float64(4812537.905712954))",5.349641894061686
"(np.float64(435670.4683098934), np.float64(4812537.905712954))","(np.float64(435669.01327601116), np.float64(4812538.030673954))",1.4603899650238754
"(np.float64(435669.01327601116), np.float64(4812538.030673954))","(np.float64(435664.3235376679), np.float64(4812538.297590748))",4.697327996140064
"(np.float64(435664.3235376679), np.float64(4812538.297590748))","(np.float64(435662.5459879903), np.float64(4812538.536700903))",1.793559734922236
"(np.float64(435662.5459879903), np.float64(4812538.536700903))","(np.float64(435660.76737787784), np.float64(4812538.664753612))",1.7832137920802553
"(np.float64(435660.76737787784), np.float64(4812538.664753612))","(np.float64(435655.67953341606), np.float64(4812539.601886447))",5.173430120986499
"(np.float64(435655.67953341606), np.float64(4812539.601886447))","(np.float64(435653.90410567477), np.float64(4812540.063114719))",1.834359611483635
"(np.float64(435653.90410567477), np.float64(4812540.063114719))","(np.float64(435648.8918534772), np.float64(4812540.4441905385))",5.026717703593029
"(np.float64(435648.8918534772), np.float64(4812540.4441905385))","(np.float64(435646.7055912108), np.float64(4812540.242936454))",2.1955058424381613
"(np.float64(435646.7055912108), np.float64(4812540.242936454))","(np.float64(435644.5193287997), np.float64(4812540.041683079))",2.1955059214806045
"(np.float64(435644.5193287997), np.float64(4812540.041683079))","(np.float64(435640.40115564293), np.float64(4812540.85849728))",4.198396787803891
"(np.float64(435640.40115564293), np.float64(4812540.85849728))","(np.float64(435638.6246682821), np.float64(4812541.208671677))",1.8106709948651274
"(np.float64(435638.6246682821), np.float64(4812541.208671677))","(np.float64(435633.93387193535), np.float64(4812541.364551745))",4.693385660953483
"(np.float64(435633.93387193535), np.float64(4812541.364551745))","(np.float64(435631.746548391), np.float64(4812541.052244598))",2.209506741769329
"(np.float64(435631.746548391), np.float64(4812541.052244598))","(np.float64(435629.640118729), np.float64(4812540.739165284))",2.1295691062121134
"(np.float64(435629.640118729), np.float64(4812540.739165284))","(np.float64(435624.79283966875), np.float64(4812541.451887051))",4.899396555159628
"(np.float64(435624.79283966875), np.float64(4812541.451887051))","(np.float64(435622.8524426641), np.float64(4812541.581495655))",1.9447207835414004
"(np.float64(435622.8524426641), np.float64(4812541.581495655))","(np.float64(435620.83221284533), np.float64(4812541.822935714))",2.034606060891273
"(np.float64(435620.83221284533), np.float64(4812541.822935714))","(np.float64(435615.88706061617), np.float64(4812540.759510222))",5.05820169108474
"(np.float64(435615.88706061617), np.float64(4812540.759510222))","(np.float64(435613.20588060725), np.float64(4812539.563384015))",2.935888986793075
"(np.float64(435613.20588060725), np.float64(4812539.563384015))","(np.float64(435610.52576101106), np.float64(4812538.478316781))",2.8914376964030466
"(np.float64(435610.52576101106), np.float64(4812538.478316781))","(np.float64(435607.9265346773), np.float64(4812537.392477472))",2.81691755980942
"(np.float64(435607.9265346773), np.float64(4812537.392477472))","(np.float64(435605.24641333567), np.float64(4812536.307412325))",2.891438531035206
"(np.float64(435605.24641333567), np.float64(4812536.307412325))","(np.float64(435601.5167899775), np.float64(4812535.454515745))",3.825901589274117
"(np.float64(435601.5167899775), np.float64(4812535.454515745))","(np.float64(435600.3800254713), np.float64(4812535.021109155))",1.2165832541810275
"(np.float64(435600.3800254713), np.float64(4812535.021109155))","(np.float64(435595.17731936695), np.float64(4812532.405207647))",5.8233230641970675
"(np.float64(435595.17731936695), np.float64(4812532.405207647))","(np.float64(435593.3071977387), np.float64(4812531.4234723))",2.112145637921107
"(np.float64(435593.3071977387), np.float64(4812531.4234723))","(np.float64(435591.43601386773), np.float64(4812530.330679553))",2.1669160269737486
"(np.float64(435591.43601386773), np.float64(4812530.330679553))","(np.float64(435586.71760438144), np.float64(4812527.59908663))",5.452062726565414
"(np.float64(435586.71760438144), np.float64(4812527.59908663))","(np.float64(435584.7644622858), np.float64(4812526.396011194))",2.2939386544466966
"(np.float64(435584.7644622858), np.float64(4812526.396011194))","(np.float64(435582.81131948775), np.float64(4812525.192936319))",2.293938958447741
"(np.float64(435582.81131948775), np.float64(4812525.192936319))","(np.float64(435579.71185122896), np.float64(4812522.556937652))",4.068807252848263
"(np.float64(435579.71185122896), np.float64(4812522.556937652))","(np.float64(435578.2493819673), np.float64(4812521.904512837))",1.601397664755081
"(np.float64(435578.2493819673), np.float64(4812521.904512837))","(np.float64(435573.7683343519), np.float64(4812518.615318866))",5.558649539667083
"(np.float64(435573.7683343519), np.float64(4812518.615318866))","(np.float64(435572.1377028528), np.float64(4812517.298094978))",2.0961960450227677
"(np.float64(435572.1377028528), np.float64(4812517.298094978))","(np.float64(435570.50600868434), np.float64(4812515.869813567))",2.1685049336261137
"(np.float64(435570.50600868434), np.float64(4812515.869813567))","(np.float64(435566.8498290819), np.float64(4812514.238757066))",4.003497794852554
"(np.float64(435566.8498290819), np.float64(4812514.238757066))","(np.float64(435565.3820461608), np.float64(4812513.031045459))",1.9007772172667052
"(np.float64(435565.3820461608), np.float64(4812513.031045459))","(np.float64(435561.38104230055), np.float64(4812509.181928245))",5.551912752905544
"(np.float64(435561.38104230055), np.float64(4812509.181928245))","(np.float64(435559.6726982129), np.float64(4812508.198654768))",1.9711078745062112
"(np.float64(435559.6726982129), np.float64(4812508.198654768))","(np.float64(435557.88239687483), np.float64(4812507.105097542))",2.0978670807911284
"(np.float64(435557.88239687483), np.float64(4812507.105097542))","(np.float64(435553.7376552813), np.float64(4812505.1455167765))",4.58463080868584
"(np.float64(435553.7376552813), np.float64(4812505.1455167765))","(np.float64(435552.5955708695), np.float64(4812504.156828625))",1.5105830213284923
"(np.float64(435552.5955708695), np.float64(4812504.156828625))","(np.float64(435547.94952247466), np.float64(4812500.536025522))",5.890329430250288
"(np.float64(435547.94952247466), np.float64(4812500.536025522))","(np.float64(435546.5626277789), np.float64(4812499.327544121))",1.8395391254776632
"(np.float64(435546.5626277789), np.float64(4812499.327544121))","(np.float64(435545.09377552045), np.float64(4812498.008778978))",1.97399809002004
"(np.float64(435545.09377552045), np.float64(4812498.008778978))","(np.float64(435540.6967779474), np.float64(4812495.052006632))",5.298687607661388
"(np.float64(435540.6967779474), np.float64(4812495.052006632))","(np.float64(435538.9884272155), np.float64(4812494.068738352))",1.9711110406976668
"(np.float64(435538.9884272155), np.float64(4812494.068738352))","(np.float64(435537.2790134088), np.float64(4812492.97441259))",2.0296907238097845
"(np.float64(435537.2790134088), np.float64(4812492.97441259))","(np.float64(435532.96609173145), np.float64(4812490.350044993))",5.048623444264422
"(np.float64(435532.96609173145), np.float64(4812490.350044993))","(np.float64(435531.90808446426), np.float64(4812489.69376001))",1.2450258452997478
"(np.float64(435531.90808446426), np.float64(4812489.69376001))","(np.float64(435528.23594030325), np.float64(4812486.396855651))",4.934999604026614
"(np.float64(435528.23594030325), np.float64(4812486.396855651))","(np.float64(435527.0097659761), np.float64(4812485.075772157))",1.8024330999709843
"(np.float64(435527.0097659761), np.float64(4812485.075772157))","(np.float64(435525.8644859678), np.float64(4812483.753914769))",1.7489920674538268
"(np.float64(435525.8644859678), np.float64(4812483.753914769))","(np.float64(435522.11356643256), np.float64(4812480.679903641))",4.84963315845253
"(np.float64(435522.11356643256), np.float64(4812480.679903641))","(np.float64(435520.97147323395), np.float64(4812479.691220796))",1.510586192013594
"(np.float64(435520.97147323395), np.float64(4812479.691220796))","(np.float64(435517.3748987133), np.float64(4812475.838258588))",5.270736766202564
